Requested Rect. Yield,Date Completed,Work Center
68.49,6/26/2015,Amada Vipros 1 - Cell #1
85.8,6/26/2015,FINNSG2
85.5,6/26/2015,FINNSG5
87.2,6/26/2015,FINNSG4
85.48,6/26/2015,Amada Vipros 1 - Cell #1
50.46,6/26/2015,Amada Pulsar Laser  - Cell #1
87.6,6/26/2015,FINNSG3
8.23,6/26/2015,Amada Pulsar Laser  - Cell #1
78.21,6/26/2015,Amada FMS #2
77.36,6/26/2015,Amada Vipros 1 - Cell #1
89.5,6/26/2015,FINNSG2
84.6,6/26/2015,FINNSG5
87.8,6/26/2015,FINNSG3
30.11,6/26/2015,Amada Vipros 1 - Cell #1
88.8,6/26/2015,FINNSG1
59.14,6/26/2015,Amada Vipros 2 - Cell #1
2.25,6/26/2015,Amada Pulsar Laser  - Cell #1
88.2,6/26/2015,FINNSG3
92,6/26/2015,FINNSG4
88.1,6/26/2015,FINNSG5
92.9,6/26/2015,FINNSG2
89.6,6/26/2015,FINNSG3
77.02,6/26/2015,Amada Vipros 1 - Cell #1
81,6/26/2015,FINNSG1
87.5,6/26/2015,FINNSG5
87.2,6/26/2015,FINNSG4
84.7,6/26/2015,FINNSG5
90.4,6/26/2015,FINNSG3
80.6,6/26/2015,FINNSG1
63.6,6/26/2015,Salvagnini laser
87.5,6/26/2015,FINNSG3
81.4,6/26/2015,Amada FMS #1
91.4,6/26/2015,FINNSG2
61.52,6/26/2015,Amada Vipros 2 - Cell #1
11.22,6/26/2015,Amada Vipros 3 - Cell #2
39.37,6/26/2015,Salvagnini laser
88.9,6/26/2015,FINNSG3
80.75,6/26/2015,Amada FMS #2
88.5,6/26/2015,FINNSG3
86.9,6/26/2015,FINNSG4
84.7,6/26/2015,FINNSG2
89.6,6/26/2015,FINNSG3
53.7,6/26/2015,Amada Pulsar Laser  - Cell #1
89.5,6/26/2015,FINNSG3
88.7,6/26/2015,FINNSG3
68.28,6/26/2015,Amada FMS #2
90.6,6/26/2015,FINNSG3
67.6,6/26/2015,Amada Vipros 3 - Cell #2
77.2,6/26/2015,FINNSG4
77.8,6/26/2015,FINNSG2
88.9,6/26/2015,FINNSG4
72,6/26/2015,FINNSG2
72.53,6/26/2015,Amada Vipros 2 - Cell #1
90.2,6/26/2015,FINNSG1
73.02,6/26/2015,Amada FMS #2
84.2,6/26/2015,FINNSG4
70.15,6/26/2015,Amada Vipros 2 - Cell #1
82.16,6/26/2015,Amada FMS #1
81.14,6/26/2015,Amada FMS #1
88.83,6/26/2015,Amada FMS #1
81.5,6/26/2015,FINNSG3
87,6/26/2015,FINNSG2
77.48,6/26/2015,Amada Pulsar Laser  - Cell #1
92,6/26/2015,FINNSG2
69.1,6/26/2015,FINNSG5
82,6/26/2015,FINNSG2
65.16,6/26/2015,Amada Vipros 3 - Cell #2
86.7,6/26/2015,FINNSG2
89.4,6/26/2015,FINNSG4
86,6/26/2015,FINNSG3
85.3,6/26/2015,FINNSG2
61.8,6/26/2015,FINNSG5
77.24,6/26/2015,Amada FMS #2
84.6,6/26/2015,FINNSG2
84.1,6/26/2015,FINNSG3
54.3,6/26/2015,FINNSG5
92.2,6/26/2015,FINNSG4
45.89,6/26/2015,Amada Pulsar Laser  - Cell #1
73.16,6/26/2015,Amada Vipros 3 - Cell #2
92.3,6/26/2015,FINNSG4
76.6,6/26/2015,FINNSG5
84.1,6/26/2015,FINNSG3
73.48,6/26/2015,Amada Vipros 1 - Cell #1
114.45,6/26/2015,Salvagnini laser
79.8,6/26/2015,FINNSG5
90.5,6/26/2015,FINNSG4
77.7,6/26/2015,FINNSG2
59.3,6/26/2015,Amada Pulsar Laser  - Cell #1
66.1,6/26/2015,FINNSG5
71.14,6/26/2015,Amada FMS #2
72.08,6/26/2015,Amada FMS #2
72.56,6/26/2015,Amada FMS #2
74.6,6/26/2015,FINNSG1
91.7,6/26/2015,FINNSG4
84.9,6/26/2015,FINNSG5
62.27,6/26/2015,Amada Pulsar Laser  - Cell #1
82.5,6/26/2015,FINNSG5
68.99,6/26/2015,Amada Vipros 3 - Cell #2
83.54,6/26/2015,Amada Vipros 1 - Cell #1
62.58,6/26/2015,Amada Pulsar Laser  - Cell #1
85.4,6/26/2015,FINNSG1
88.1,6/26/2015,FINNSG3
93.4,6/26/2015,FINNSG4
90.13,6/26/2015,Salvagnini laser
92.1,6/26/2015,FINNSG5
85.04,6/26/2015,Amada Vipros 3 - Cell #2
90,6/26/2015,FINNSG2
92.9,6/26/2015,FINNSG4
81.2,6/26/2015,FINNSG2
61.21,6/26/2015,Amada Pulsar Laser  - Cell #1
90,6/26/2015,FINNSG5
54.91,6/26/2015,Amada Vipros 3 - Cell #2
74.6,6/26/2015,FINNSG1
9.14,6/26/2015,Amada Pulsar Laser  - Cell #1
89.5,6/26/2015,FINNSG2
82.8,6/26/2015,FINNSG5
77.7,6/26/2015,FINNSG1
85.4,6/26/2015,FINNSG1
88.3,6/26/2015,FINNSG5
67.33,6/26/2015,Amada FMS #2
84.62,6/26/2015,Amada FMS #1
66.78,6/26/2015,Amada FMS #2
83.89,6/26/2015,Amada FMS #2
82.42,6/26/2015,Amada FMS #1
83.56,6/26/2015,Amada FMS #1
87.2,6/26/2015,FINNSG4
76.59,6/26/2015,Amada Vipros 2 - Cell #1
86.5,6/26/2015,FINNSG5
57.01,6/26/2015,Amada Vipros 2 - Cell #1
88.1,6/26/2015,FINNSG3
87,6/26/2015,FINNSG1
85.8,6/26/2015,FINNSG4
112.98,6/26/2015,Salvagnini laser
48.08,6/26/2015,Amada Pulsar Laser  - Cell #1
92.4,6/26/2015,FINNSG4
86.5,6/26/2015,FINNSG5
88.5,6/26/2015,FINNSG2
68.37,6/26/2015,Amada Vipros 1 - Cell #1
85.5,6/26/2015,FINNSG5
84.3,6/26/2015,FINNSG2
85.4,6/26/2015,FINNSG4
76.2,6/26/2015,FINNSG4
85.61,6/26/2015,Amada FMS #1
77.43,6/26/2015,Amada FMS #1
82.1,6/26/2015,FINNSG3
77.42,6/26/2015,Amada FMS #1
83.8,6/26/2015,FINNSG2
83.5,6/26/2015,FINNSG2
44.28,6/26/2015,Amada Vipros 1 - Cell #1
85.6,6/26/2015,FINNSG5
91.2,6/26/2015,FINNSG4
84.5,6/26/2015,FINNSG5
84.9,6/26/2015,FINNSG3
79.94,6/26/2015,Amada Vipros 3 - Cell #2
90.6,6/26/2015,FINNSG3
82.02,6/26/2015,Amada Pulsar Laser  - Cell #1
81.2,6/26/2015,FINNSG1
87.5,6/26/2015,FINNSG5
88.7,6/26/2015,FINNSG3
85.1,6/26/2015,FINNSG3
89.7,6/26/2015,FINNSG2
85.7,6/26/2015,FINNSG5
81.5,6/26/2015,FINNSG4
43.05,6/26/2015,Amada Vipros 2 - Cell #1
84.9,6/26/2015,FINNSG3
87.6,6/26/2015,FINNSG2
73.84,6/26/2015,Amada Vipros 1 - Cell #1
82.59,6/26/2015,Amada FMS #1
78.5,6/26/2015,Amada FMS #1
83.51,6/26/2015,Amada FMS #1
85,6/26/2015,FINNSG3
65.85,6/26/2015,Amada Vipros 3 - Cell #2
90,6/26/2015,FINNSG2
83.8,6/26/2015,FINNSG5
87.5,6/26/2015,FINNSG4
80.56,6/26/2015,Salvagnini laser
77,6/26/2015,FINNSG3
86.5,6/26/2015,FINNSG2
81.13,6/26/2015,Amada Vipros 3 - Cell #2
72.64,6/26/2015,Amada FMS #2
85.15,6/26/2015,Amada FMS #2
84.09,6/26/2015,Amada FMS #2
80.4,6/26/2015,FINNSG4
83.8,6/26/2015,FINNSG5
77.6,6/26/2015,FINNSG3
82.7,6/26/2015,FINNSG2
73.7,6/26/2015,Amada Vipros 1 - Cell #1
84,6/26/2015,FINNSG4
83.2,6/26/2015,FINNSG3
78.2,6/26/2015,FINNSG1
80.8,6/26/2015,FINNSG3
83.5,6/26/2015,FINNSG5
92.3,6/26/2015,FINNSG3
71.48,6/26/2015,Amada Pulsar Laser  - Cell #1
78.81,6/26/2015,Amada Vipros 3 - Cell #2
84.9,6/26/2015,FINNSG4
63.94,6/26/2015,Amada Vipros 1 - Cell #1
85.86,6/26/2015,Amada Vipros 2 - Cell #1
84.4,6/26/2015,FINNSG5
79.1,6/26/2015,FINNSG2
54.8,6/26/2015,FINNSG5
78.3,6/26/2015,FINNSG2
71.07,6/26/2015,Amada FMS #2
89.1,6/26/2015,FINNSG2
47.19,6/26/2015,Amada Pulsar Laser  - Cell #1
92.1,6/26/2015,FINNSG2
86.7,6/26/2015,FINNSG2
91.4,6/26/2015,FINNSG3
89.8,6/26/2015,FINNSG5
83.11,6/26/2015,Amada FMS #1
77.73,6/26/2015,Amada FMS #1
73.55,6/26/2015,Amada FMS #1
88.7,6/26/2015,FINNSG5
84.76,6/26/2015,Amada Vipros 3 - Cell #2
87.6,6/26/2015,FINNSG2
86.5,6/26/2015,FINNSG2
84.6,6/26/2015,FINNSG5
92.7,6/26/2015,FINNSG3
88.7,6/26/2015,FINNSG5
90.9,6/26/2015,FINNSG2
84.51,6/26/2015,Amada Vipros 2 - Cell #1
79.73,6/26/2015,Amada Vipros 3 - Cell #2
93.2,6/26/2015,FINNSG3
54.22,6/26/2015,Amada Pulsar Laser  - Cell #1
75.1,6/26/2015,FINNSG2
84.8,6/26/2015,FINNSG5
92.6,6/26/2015,FINNSG3
74.98,6/26/2015,Amada Vipros 1 - Cell #1
100.04,6/26/2015,Salvagnini laser
81.2,6/26/2015,FINNSG2
89.4,6/26/2015,FINNSG5
83.3,6/26/2015,FINNSG5
69.85,6/26/2015,Amada Vipros 3 - Cell #2
84.2,6/26/2015,FINNSG2
88.9,6/26/2015,FINNSG3
83,6/26/2015,Amada FMS #1
76.14,6/26/2015,Amada FMS #1
77.51,6/26/2015,Amada FMS #1
83.6,6/26/2015,FINNSG5
82.8,6/26/2015,FINNSG2
71.89,6/26/2015,Amada Vipros 2 - Cell #1
65.56,6/26/2015,Amada Vipros 1 - Cell #1
92.7,6/26/2015,FINNSG2
60.59,6/26/2015,Amada Pulsar Laser  - Cell #1
80.71,6/26/2015,Amada Vipros 2 - Cell #1
67.55,6/26/2015,Amada FMS #1
92.2,6/26/2015,FINNSG4
84.9,6/26/2015,FINNSG5
90.5,6/26/2015,FINNSG2
91.3,6/26/2015,FINNSG3
80.55,6/26/2015,Amada Vipros 2 - Cell #1
89.3,6/26/2015,FINNSG5
93.8,6/26/2015,FINNSG4
79.41,6/26/2015,Amada Vipros 2 - Cell #1
76.13,6/26/2015,Amada FMS #2
91.8,6/26/2015,FINNSG2
77.73,6/26/2015,Amada FMS #1
81.2,6/26/2015,FINNSG5
89.2,6/26/2015,FINNSG3
75.58,6/26/2015,Amada Pulsar Laser  - Cell #1
91.9,6/26/2015,FINNSG4
89.8,6/26/2015,FINNSG2
91.6,6/26/2015,FINNSG3
82.57,6/26/2015,Amada FMS #2
84.1,6/26/2015,FINNSG2
76.6,6/26/2015,Amada Vipros 1 - Cell #1
86,6/26/2015,FINNSG3
63.68,6/26/2015,Amada Vipros 3 - Cell #2
87.5,6/26/2015,FINNSG1
89.6,6/26/2015,FINNSG2
84.03,6/26/2015,Amada FMS #1
83.63,6/26/2015,Amada FMS #1
77.91,6/26/2015,Amada FMS #1
98.56,6/26/2015,Salvagnini laser
90.2,6/26/2015,FINNSG2
85.2,6/26/2015,FINNSG3
83.01,6/26/2015,Amada FMS #1
70.32,6/26/2015,Amada Vipros 2 - Cell #1
86.2,6/26/2015,FINNSG1
58.47,6/26/2015,Amada Pulsar Laser  - Cell #1
91.5,6/26/2015,FINNSG4
84.33,6/26/2015,Amada FMS #2
68.02,6/26/2015,Amada Vipros 3 - Cell #2
82.8,6/26/2015,FINNSG3
87.8,6/26/2015,FINNSG5
76.84,6/26/2015,Amada FMS #1
88.2,6/26/2015,FINNSG1
85.2,6/26/2015,FINNSG2
90.5,6/26/2015,FINNSG2
91.3,6/26/2015,FINNSG5
72.09,6/26/2015,Amada Vipros 2 - Cell #1
3.63,6/26/2015,Amada Pulsar Laser  - Cell #1
21.08,6/26/2015,Amada FMS #2
84.25,6/26/2015,Amada FMS #1
92.1,6/26/2015,FINNSG1
89.8,6/26/2015,FINNSG2
84.1,6/26/2015,FINNSG3
80.44,6/26/2015,Amada Vipros 2 - Cell #1
69.07,6/26/2015,Amada Vipros 3 - Cell #2
90.4,6/26/2015,FINNSG4
88,6/26/2015,FINNSG2
81.1,6/26/2015,FINNSG3
80.7,6/26/2015,FINNSG5
70.43,6/26/2015,Amada Vipros 1 - Cell #1
87.8,6/26/2015,FINNSG1
85.5,6/26/2015,FINNSG2
57.2,6/26/2015,FINNSG5
91.8,6/26/2015,FINNSG2
93.24,6/26/2015,Salvagnini laser
87.8,6/26/2015,FINNSG1
91.5,6/26/2015,FINNSG3
13.14,6/26/2015,Amada Pulsar Laser  - Cell #1
85.9,6/26/2015,FINNSG1
89.4,6/26/2015,FINNSG2
74.81,6/26/2015,Amada FMS #1
79.22,6/26/2015,Amada FMS #1
92.7,6/26/2015,FINNSG2
74.66,6/26/2015,Amada FMS #2
89.4,6/26/2015,FINNSG3
92.3,6/26/2015,FINNSG4
89.3,6/26/2015,FINNSG2
88.8,6/26/2015,FINNSG2
84.4,6/26/2015,FINNSG3
87.5,6/26/2015,FINNSG2
79.9,6/26/2015,FINNSG1
77.9,6/26/2015,Amada Vipros 1 - Cell #1
75.33,6/26/2015,Amada Vipros 3 - Cell #2
87,6/26/2015,FINNSG1
82.27,6/26/2015,Salvagnini laser
91.7,6/26/2015,FINNSG4
81.61,6/26/2015,Amada FMS #1
70.02,6/26/2015,Amada FMS #1
90.8,6/26/2015,FINNSG1
90,6/26/2015,FINNSG2
87.6,6/26/2015,FINNSG3
89.4,6/26/2015,FINNSG2
84.19,6/26/2015,Amada Vipros 2 - Cell #1
79.37,6/26/2015,Amada Vipros 3 - Cell #2
91.9,6/26/2015,FINNSG1
85,6/26/2015,FINNSG3
80,6/26/2015,FINNSG5
90.6,6/26/2015,FINNSG2
90.3,6/26/2015,FINNSG2
89.9,6/26/2015,FINNSG2
85.6,6/26/2015,FINNSG2
90.4,6/26/2015,FINNSG4
88.4,6/26/2015,FINNSG2
76.78,6/26/2015,Amada Vipros 2 - Cell #1
91.4,6/26/2015,FINNSG1
92.9,6/26/2015,FINNSG3
76.96,6/26/2015,Amada Vipros 1 - Cell #1
88.4,6/26/2015,FINNSG5
93,6/26/2015,FINNSG3
87.2,6/26/2015,FINNSG1
77.2,6/26/2015,FINNSG2
87.64,6/26/2015,Amada FMS #2
79.2,6/26/2015,Amada FMS #1
85.95,6/26/2015,Amada FMS #1
75.51,6/26/2015,Amada Vipros 3 - Cell #2
70.4,6/26/2015,Amada FMS #1
92.8,6/26/2015,FINNSG3
73.9,6/26/2015,FINNSG2
92.3,6/26/2015,FINNSG1
90.8,6/26/2015,FINNSG4
90.1,6/26/2015,FINNSG2
84.8,6/26/2015,FINNSG5
77.76,6/26/2015,Amada Vipros 2 - Cell #1
91.6,6/26/2015,FINNSG3
91,6/26/2015,FINNSG3
84,6/26/2015,FINNSG1
85.8,6/26/2015,FINNSG2
74.6,6/26/2015,FINNSG5
91.9,6/26/2015,FINNSG3
63.92,6/26/2015,Amada FMS #2
84.21,6/26/2015,Amada Vipros 1 - Cell #1
69.7,6/26/2015,Amada FMS #1
88.4,6/26/2015,FINNSG1
87.3,6/26/2015,FINNSG2
90.3,6/26/2015,FINNSG4
82.6,6/26/2015,FINNSG3
79.7,6/26/2015,FINNSG5
86.5,6/26/2015,FINNSG2
58.02,6/26/2015,Salvagnini laser
87.7,6/26/2015,FINNSG3
81.8,6/26/2015,FINNSG2
91,6/26/2015,FINNSG1
72.2,6/26/2015,FINNSG5
71.4,6/26/2015,Amada Pulsar Laser  - Cell #1
92.1,6/26/2015,FINNSG4
84.3,6/26/2015,FINNSG2
89.6,6/26/2015,FINNSG1
92.8,6/26/2015,FINNSG3
89.5,6/26/2015,FINNSG2
36.86,6/26/2015,Amada FMS #2
80.07,6/26/2015,Amada Vipros 2 - Cell #1
93.2,6/26/2015,FINNSG3
51.24,6/26/2015,Amada Vipros 1 - Cell #1
95.5,6/26/2015,Salvagnini laser
84.9,6/26/2015,FINNSG2
74.47,6/26/2015,Amada FMS #1
65.92,6/26/2015,Amada FMS #1
89.9,6/26/2015,FINNSG1
89.6,6/26/2015,FINNSG4
65.67,6/26/2015,Amada Pulsar Laser  - Cell #1
68.78,6/26/2015,Amada Vipros 3 - Cell #2
92.6,6/26/2015,FINNSG1
82.4,6/26/2015,FINNSG2
86.8,6/26/2015,FINNSG5
92.7,6/26/2015,FINNSG3
92.7,6/26/2015,FINNSG3
84.2,6/26/2015,FINNSG2
92.5,6/26/2015,FINNSG5
87.9,6/26/2015,FINNSG1
58.47,6/26/2015,Amada Pulsar Laser  - Cell #1
93.1,6/26/2015,FINNSG3
93.4,6/26/2015,FINNSG3
92.5,6/26/2015,FINNSG1
84.63,6/26/2015,Amada Vipros 3 - Cell #2
84.2,6/26/2015,FINNSG2
90.2,6/26/2015,FINNSG3
86.9,6/26/2015,FINNSG1
75.43,6/26/2015,Amada Vipros 2 - Cell #1
91.1,6/26/2015,FINNSG3
84.8,6/26/2015,FINNSG2
82.7,6/27/2015,FINNSG5
112.96,6/27/2015,Salvagnini laser
90.4,6/27/2015,FINNSG1
74.27,6/27/2015,Amada FMS #1
86.5,6/27/2015,FINNSG3
72.15,6/27/2015,Amada Vipros 3 - Cell #2
93,6/27/2015,FINNSG1
85.4,6/27/2015,FINNSG5
86.9,6/27/2015,FINNSG3
102.94,6/27/2015,Salvagnini laser
89.5,6/27/2015,FINNSG4
73.02,6/27/2015,Amada Vipros 2 - Cell #1
90.1,6/27/2015,FINNSG3
87,6/27/2015,FINNSG2
91.6,6/27/2015,FINNSG1
53.45,6/27/2015,Amada Pulsar Laser  - Cell #1
64.65,6/27/2015,Amada Vipros 2 - Cell #1
91.6,6/27/2015,FINNSG4
89,6/27/2015,FINNSG5
59.99,6/27/2015,Salvagnini laser
86.2,6/27/2015,FINNSG3
77.07,6/27/2015,Amada FMS #1
87.7,6/27/2015,FINNSG1
91.3,6/27/2015,FINNSG4
90.6,6/27/2015,FINNSG1
66.27,6/27/2015,Amada Vipros 3 - Cell #2
70.91,6/27/2015,Amada FMS #1
85.5,6/27/2015,FINNSG3
84.3,6/27/2015,FINNSG2
83.7,6/27/2015,FINNSG5
91.2,6/27/2015,FINNSG4
77.6,6/27/2015,FINNSG2
76.19,6/27/2015,Salvagnini laser
78.76,6/27/2015,Amada FMS #1
58.84,6/27/2015,Amada Pulsar Laser  - Cell #1
88.8,6/27/2015,FINNSG2
42.8,6/27/2015,Amada Vipros 2 - Cell #1
86.7,6/27/2015,FINNSG3
96.1,6/27/2015,FINNSG5
88.9,6/27/2015,FINNSG1
65.89,6/27/2015,Amada Vipros 3 - Cell #2
92.1,6/27/2015,FINNSG4
71.52,6/27/2015,Salvagnini laser
23.94,6/27/2015,Amada Pulsar Laser  - Cell #1
88.4,6/27/2015,FINNSG2
70.83,6/27/2015,Amada FMS #1
85.4,6/27/2015,FINNSG3
89.4,6/27/2015,FINNSG2
90.3,6/27/2015,FINNSG1
91,6/27/2015,FINNSG4
81.4,6/27/2015,Amada FMS #1
90.6,6/27/2015,FINNSG1
90.3,6/27/2015,FINNSG2
65.46,6/27/2015,Amada Vipros 3 - Cell #2
72.6,6/27/2015,Amada Vipros 1 - Cell #1
85.5,6/27/2015,FINNSG5
86.3,6/27/2015,FINNSG3
85.5,6/27/2015,FINNSG5
86.6,6/27/2015,FINNSG2
19.66,6/27/2015,Salvagnini laser
69.1,6/27/2015,Amada Vipros 2 - Cell #1
9.47,6/27/2015,Amada Pulsar Laser  - Cell #1
83.1,6/27/2015,FINNSG2
75.94,6/27/2015,Amada Vipros 1 - Cell #1
92.1,6/27/2015,FINNSG4
79.9,6/27/2015,FINNSG3
80.6,6/27/2015,Amada FMS #1
5.57,6/27/2015,Amada Pulsar Laser  - Cell #1
82.01,6/27/2015,Amada Vipros 3 - Cell #2
88.5,6/27/2015,FINNSG1
42.17,6/27/2015,Amada Vipros 1 - Cell #1
55.94,6/27/2015,Amada Vipros 2 - Cell #1
81.84,6/27/2015,Amada Vipros 3 - Cell #2
64.1,6/27/2015,Amada FMS #1
80.7,6/27/2015,FINNSG5
77.1,6/27/2015,FINNSG3
90.7,6/27/2015,FINNSG2
7.24,6/27/2015,Amada Pulsar Laser  - Cell #1
91.7,6/27/2015,FINNSG3
89.4,6/27/2015,FINNSG1
68.5,6/27/2015,FINNSG2
60.97,6/27/2015,Salvagnini laser
75.27,6/27/2015,Amada Vipros 2 - Cell #1
92.4,6/27/2015,FINNSG1
82.7,6/27/2015,FINNSG5
85.9,6/27/2015,FINNSG3
82.37,6/27/2015,Amada FMS #2
90.1,6/27/2015,FINNSG3
81.4,6/27/2015,FINNSG5
82.4,6/27/2015,Salvagnini laser
80.1,6/27/2015,FINNSG5
66.27,6/27/2015,Amada Vipros 1 - Cell #1
77.37,6/27/2015,Amada FMS #1
80.5,6/27/2015,FINNSG5
78.64,6/27/2015,Amada Vipros 3 - Cell #2
34.88,6/27/2015,Amada Pulsar Laser  - Cell #1
70.51,6/27/2015,Amada Vipros 2 - Cell #1
89.8,6/27/2015,FINNSG2
9.61,6/27/2015,Amada Pulsar Laser  - Cell #1
88.1,6/27/2015,FINNSG1
79.9,6/27/2015,FINNSG3
80.55,6/27/2015,Salvagnini laser
88.9,6/27/2015,FINNSG3
79.21,6/27/2015,Amada FMS #1
12.64,6/27/2015,Amada Pulsar Laser  - Cell #1
68.85,6/27/2015,Amada Vipros 2 - Cell #1
91.5,6/27/2015,FINNSG3
87.7,6/27/2015,FINNSG2
91.5,6/27/2015,FINNSG3
76.3,6/27/2015,FINNSG2
70.35,6/27/2015,Amada Vipros 3 - Cell #2
77.4,6/27/2015,FINNSG2
91.6,6/27/2015,FINNSG3
89,6/27/2015,FINNSG2
79.6,6/27/2015,Amada FMS #1
81,6/27/2015,FINNSG2
85.5,6/27/2015,FINNSG5
57.31,6/27/2015,Amada Pulsar Laser  - Cell #1
17.9,6/27/2015,Salvagnini laser
73.69,6/27/2015,Amada Vipros 2 - Cell #1
88.8,6/27/2015,FINNSG3
78.8,6/27/2015,FINNSG2
83.7,6/27/2015,FINNSG5
15.07,6/27/2015,Amada Pulsar Laser  - Cell #1
65.7,6/27/2015,FINNSG2
92.2,6/27/2015,FINNSG3
68.84,6/27/2015,Amada Vipros 3 - Cell #2
87.6,6/27/2015,FINNSG3
27.88,6/27/2015,Amada Pulsar Laser  - Cell #1
57.85,6/27/2015,Amada Vipros 2 - Cell #1
87.2,6/27/2015,FINNSG3
83.6,6/27/2015,FINNSG5
87.7,6/27/2015,FINNSG1
73,6/27/2015,FINNSG2
78.5,6/27/2015,FINNSG3
85.09,6/27/2015,Salvagnini laser
69.4,6/27/2015,FINNSG2
12.2,6/27/2015,Amada Pulsar Laser  - Cell #1
83.9,6/27/2015,FINNSG5
38.11,6/27/2015,Amada FMS #1
28.34,6/27/2015,Salvagnini laser
79.44,6/27/2015,Amada Vipros 1 - Cell #1
55.07,6/27/2015,Amada Vipros 3 - Cell #2
84.12,6/27/2015,Amada Vipros 2 - Cell #1
89.3,6/27/2015,FINNSG3
114.01,6/27/2015,Salvagnini laser
85.2,6/27/2015,FINNSG3
86.6,6/27/2015,FINNSG1
69.2,6/27/2015,FINNSG5
85.3,6/27/2015,FINNSG1
88.2,6/27/2015,FINNSG3
92.4,6/27/2015,FINNSG2
61.42,6/27/2015,Amada FMS #1
90.2,6/27/2015,FINNSG2
89.43,6/27/2015,Salvagnini laser
86.4,6/27/2015,FINNSG5
88.7,6/27/2015,FINNSG3
84.4,6/27/2015,FINNSG3
86.5,6/27/2015,FINNSG1
82.2,6/27/2015,FINNSG3
86,6/27/2015,FINNSG5
76.11,6/27/2015,Amada Pulsar Laser  - Cell #1
91.1,6/27/2015,FINNSG1
76.1,6/27/2015,FINNSG3
91.8,6/27/2015,FINNSG2
77.16,6/27/2015,Amada Vipros 3 - Cell #2
71.04,6/27/2015,Amada FMS #2
86.3,6/27/2015,FINNSG5
89.6,6/27/2015,FINNSG3
89.1,6/27/2015,FINNSG2
85,6/27/2015,FINNSG5
87.7,6/27/2015,FINNSG3
87.8,6/27/2015,FINNSG3
78.34,6/27/2015,Amada Vipros 3 - Cell #2
91.3,6/27/2015,FINNSG2
30.76,6/27/2015,Amada Pulsar Laser  - Cell #1
72.56,6/27/2015,Amada FMS #2
75.36,6/27/2015,Amada FMS #2
91.5,6/27/2015,FINNSG5
75.4,6/27/2015,Amada FMS #1
76.83,6/27/2015,Amada FMS #1
87.4,6/27/2015,FINNSG1
83.19,6/27/2015,Salvagnini laser
90.5,6/27/2015,FINNSG1
80.7,6/27/2015,FINNSG3
82.6,6/27/2015,FINNSG5
92.2,6/27/2015,FINNSG2
92,6/27/2015,FINNSG2
90.9,6/27/2015,FINNSG1
79.3,6/27/2015,FINNSG5
89.1,6/27/2015,FINNSG2
89.1,6/27/2015,FINNSG2
75.29,6/27/2015,Amada Pulsar Laser  - Cell #1
54.85,6/27/2015,Amada Vipros 3 - Cell #2
83.8,6/27/2015,FINNSG3
83.6,6/27/2015,FINNSG5
88.8,6/27/2015,FINNSG2
80.6,6/27/2015,FINNSG5
85.86,6/27/2015,Amada Vipros 2 - Cell #1
72.45,6/27/2015,Amada FMS #1
61.46,6/27/2015,Amada FMS #1
63.87,6/27/2015,Amada FMS #1
92.4,6/27/2015,FINNSG2
52.7,6/27/2015,Amada Pulsar Laser  - Cell #1
110.38,6/27/2015,Salvagnini laser
77.5,6/27/2015,FINNSG3
86.1,6/27/2015,FINNSG3
69.6,6/27/2015,Amada FMS #2
92,6/27/2015,FINNSG2
83,6/27/2015,FINNSG2
55.34,6/27/2015,Amada Vipros 1 - Cell #1
84.8,6/27/2015,FINNSG2
89.2,6/27/2015,FINNSG3
78.8,6/27/2015,FINNSG5
83.1,6/27/2015,FINNSG5
87.3,6/27/2015,FINNSG3
49.85,6/27/2015,Amada Pulsar Laser  - Cell #1
89.2,6/27/2015,FINNSG3
89.75,6/27/2015,Salvagnini laser
82.9,6/27/2015,FINNSG3
88.3,6/27/2015,FINNSG5
50.93,6/27/2015,Amada Vipros 1 - Cell #1
87.6,6/27/2015,FINNSG5
71.11,6/27/2015,Amada FMS #1
70.4,6/27/2015,Amada FMS #1
75.37,6/27/2015,Amada FMS #1
81.85,6/27/2015,Amada Vipros 3 - Cell #2
61.06,6/27/2015,Amada Vipros 3 - Cell #2
28.33,6/27/2015,Amada Pulsar Laser  - Cell #1
95.22,6/27/2015,Salvagnini laser
84.2,6/27/2015,FINNSG5
91.1,6/27/2015,FINNSG2
85.7,6/27/2015,FINNSG5
77.49,6/27/2015,Amada FMS #2
85.79,6/27/2015,Amada FMS #2
72.46,6/27/2015,Amada FMS #2
82.6,6/27/2015,FINNSG2
81.7,6/27/2015,FINNSG3
80,6/27/2015,FINNSG1
82.1,6/27/2015,FINNSG2
80.9,6/27/2015,FINNSG3
13.65,6/27/2015,Amada Pulsar Laser  - Cell #1
77.5,6/27/2015,FINNSG5
90.5,6/27/2015,FINNSG2
83.8,6/27/2015,FINNSG5
87.7,6/27/2015,FINNSG3
46.26,6/27/2015,Amada Pulsar Laser  - Cell #1
73.83,6/27/2015,Amada FMS #1
66.81,6/27/2015,Amada FMS #1
52.94,6/27/2015,Amada FMS #1
72.06,6/27/2015,Salvagnini laser
90.7,6/27/2015,FINNSG2
68.99,6/27/2015,Amada Vipros 3 - Cell #2
77.9,6/27/2015,FINNSG5
65.21,6/27/2015,Amada Pulsar Laser  - Cell #1
83,6/27/2015,FINNSG3
75.5,6/27/2015,FINNSG5
83.5,6/27/2015,FINNSG5
